COSING Ref No;INCI name;Function
39511;DECYL ANTHRANILATE;PERFUMING
75501;DECYL BETAINE;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING
55712;DECYL CASTORATE;EMULSION STABILISING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55713;DECYL COCOATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
96148;DECYL DIMETHICONE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
75502;DECYL GLUCOSIDE;CLEANSING, EMULSION STABILISING, SURFACTANT - CLEANSING
85728;DECYL HDI/PEG-180 CROSSPOLYMER;VISCOSITY CONTROLLING
55714;DECYL HEMPSEEDATE;EMULSION STABILISING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
75503;DECYL ISOSTEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
39512;DECYL ISOVALERATE;PERFUMING
55715;DECYL JOJOBATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
89118;DECYL LAURATE;
75504;DECYL MERCAPTOMETHYLIMIDAZOLE;ANTIOXIDANT, ANTISTATIC, HAIR CONDITIONING
39513;DECYL METHYL ETHER;PERFUMING
75505;DECYL MYRISTATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
75506;DECYL OLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55716;DECYL OLIVATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55717;DECYL PALMITATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
98441;DECYL POLYGLYCERYL-3 DIMETHICONE;HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - DISPERSING, VISCOSITY CONTROLLING
95536;DECYL POLYSTYRENE OXIDE/PEG-23 COPOLYMER PHOSPHATE;NOT REPORTED
39515;DECYL PROPIONATE;PERFUMING
75507;DECYL SUCCINATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
39516;DECYL VINYL ETHER;PERFUMING
75508;DECYLAMINE OXIDE;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE
55718;DECYLENE GLYCOL;SKIN CONDITIONING
75509;DECYLOXAZOLIDINONE;ANTIMICROBIAL, PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING
39514;DECYLOXYACETALDEHYDE;PERFUMING
82832;DECYLTETRADECANOIC ACID;HAIR CONDITIONING, VISCOSITY CONTROLLING
33180;DECYLTETRADECANOL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
83952;DECYLTETRADECETH-10;SURFACTANT - EMULSIFYING
83951;DECYLTETRADECETH-15;SURFACTANT - EMULSIFYING
84007;DECYLTETRADECETH-20;SURFACTANT - EMULSIFYING
83482;DECYLTETRADECETH-200 BEHENATE;VISCOSITY CONTROLLING
83483;DECYLTETRADECETH-200 ISOSTEARATE;VISCOSITY CONTROLLING
83950;DECYLTETRADECETH-25;SURFACTANT - EMULSIFYING
75511;DECYLTETRADECETH-30;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
83812;DECYLTETRADECETH-5;SURFACTANT - EMULSIFYING
83897;DECYLTETRADECYL CETEARATE;SKIN CONDITIONING - EMOLLIENT
89088;DECYLTETRADECYL ETHYLHEXANOATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
33182;DECYLTETRADECYLAMINE OXIDE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE
33183;DEDM HYDANTOIN;ANTIMICROBIAL
33184;DEDM HYDANTOIN DILAURATE;ANTIMICROBIAL
86079;DEER ANTLER BLOOD/CELL CULTURE CONDITIONED MEDIA;HAIR CONDITIONING, SKIN CONDITIONING
90799;DEER ANTLER CELL EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
94391;DEER ANTLER CELL/SH-POLYPEPTIDE-1 CONDITIONED MEDIA;HAIR CONDITIONING, SKIN CONDITIONING
55719;DEER ANTLER EXTRACT;SKIN CONDITIONING
90238;DEER BLOOD;HUMECTANT, SKIN CONDITIONING
55720;DEER FAT;SKIN CONDITIONING
95208;DEER MILK EXTRACT;SKIN CONDITIONING
94643;DEER VELVET MESENCHYMAL CELL CONDITIONED MEDIA;HAIR CONDITIONING, SKIN CONDITIONING
97961;DEER VELVET MESENCHYMAL CELL EXTRACELLULAR VESICLES;HAIR CONDITIONING, SKIN CONDITIONING
97107;DEFATTED BLACK SOLDIER FLY LARVA POWDER;SKIN CONDITIONING, SKIN PROTECTING
92160;DEFATTED CITRUS UNSHIU FRUIT;SKIN CONDITIONING, SKIN PROTECTING
87297;DEFATTED EGG YOLK POWDER;SKIN CONDITIONING
91841;DEFATTED HYDRANGEA MACROPHYLLA FLOWER;SKIN CONDITIONING
94355;DEFATTED ISATIS TINCTORIA SEED EXTRACT;SKIN CONDITIONING
92158;DEFATTED NARCISSUS TAZETTA FLOWER;SKIN CONDITIONING, SKIN PROTECTING
92159;DEFATTED OPUNTIA FICUS-INDICA FLOWER;SKIN CONDITIONING, SKIN PROTECTING
55721;DEFATTED RICE BRAN;SKIN CONDITIONING
90905;DEFATTED RICE BRAN EXTRACT;ANTIOXIDANT, BLEACHING, DEODORANT
92157;DEFATTED VIBURNUM OPULUS FLOWER;SKIN CONDITIONING, SKIN PROTECTING
85165;DEFINED CELL CULTURE MEDIA;SKIN CONDITIONING
93184;DEFINED CELL CULTURE MEDIA 10;SKIN CONDITIONING
93186;DEFINED CELL CULTURE MEDIA 11;SKIN CONDITIONING
93560;DEFINED CELL CULTURE MEDIA 12;SKIN CONDITIONING
93907;DEFINED CELL CULTURE MEDIA 14;SKIN CONDITIONING
93908;DEFINED CELL CULTURE MEDIA 15;SKIN CONDITIONING
94402;DEFINED CELL CULTURE MEDIA 16;SKIN CONDITIONING
96374;DEFINED CELL CULTURE MEDIA 17;BUFFERING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
97619;DEFINED CELL CULTURE MEDIA 18;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
97681;DEFINED CELL CULTURE MEDIA 19;SKIN CONDITIONING
87079;DEFINED CELL CULTURE MEDIA 2;SKIN CONDITIONING
88293;DEFINED CELL CULTURE MEDIA 3;SKIN CONDITIONING
90364;DEFINED CELL CULTURE MEDIA 4;SKIN CONDITIONING, SKIN PROTECTING
89689;DEFINED CELL CULTURE MEDIA 5;SKIN CONDITIONING
89690;DEFINED CELL CULTURE MEDIA 6;SKIN CONDITIONING
89751;DEFINED CELL CULTURE MEDIA 7;SKIN CONDITIONING
91994;DEFINED CELL CULTURE MEDIA 8;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
93018;DEFINED CELL CULTURE MEDIA 9;SKIN CONDITIONING
33185;DEHYDROACETIC ACID;PRESERVATIVE
92901;DEHYDROLATANOPROST;
55723;DEHYDROXANTHAN GUM;EMULSION STABILISING, FILM FORMING, HAIR FIXING, VISCOSITY CONTROLLING
98397;DEINOCOCCUS CELL WALL EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
98396;DEINOCOCCUS CELL WALL POLYSACCHARIDES;SKIN PROTECTING, UV FILTER
95550;DEINOCOCCUS EXTRACT;ANTIOXIDANT, SKIN PROTECTING
93915;DEINOCOCCUS FERMENT EXTRACT FILTRATE;SKIN CONDITIONING, SKIN PROTECTING
33186;DELESSERIA SANGUINEA EXTRACT;SKIN CONDITIONING
90953;DELMOPINOL HCL;ANTIPLAQUE, CLEANSING, ORAL CARE, SURFACTANT - CLEANSING
88027;DELPHINIUM CONSOLIDA/LONICERA CAPRIFOLIUM/CALENDULA OFFICINALIS/CENTAUREA CYANUS) FLOWER EXTRACT ;SKIN CONDITIONING
95691;DELPHINIUM ELATUM FLOWER EXTRACT;ANTIOXIDANT
87298;DELTA-DAMASCONE;FRAGRANCE, PERFUMING
39496;DELTA-DECALACTONE;FRAGRANCE, PERFUMING
39795;DELTA-DODECALACTONE;PERFUMING
40178;DELTA-HEXALACTONE;PERFUMING
40905;DELTA-NONALACTONE;PERFUMING
40516;DELTA-OCTALACTONE;PERFUMING
41261;DELTA-UNDECALACTONE;PERFUMING
95930;DELTA-VALEROLACTONE;NOT REPORTED
85040;DELTAMETHRIN;NOT REPORTED
55725;DEMETHOXYCURCUMIN;ANTIOXIDANT
33188;DENATONIUM BENZOATE;DENATURANT, FRAGRANCE
75519;DENATONIUM SACCHARIDE;DENATURANT
96975;DENATURED LYSOZYME;ANTIMICROBIAL
96122;DENDROBIUM CANDIDUM CALLUS;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
91656;DENDROBIUM CANDIDUM CALLUS EXTRACT;SKIN CONDITIONING
95710;DENDROBIUM CANDIDUM CALLUS POWDER;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
96874;DENDROBIUM CANDIDUM EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
96060;DENDROBIUM CANDIDUM STEM EXTRACT;HUMECTANT, SKIN CONDITIONING
95312;DENDROBIUM CATENATUM LEAF/STEM EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
98759;DENDROBIUM FIMBRIATUM EXTRACT;ANTIOXIDANT, SKIN PROTECTING
87123;DENDROBIUM HUOSHANENSE LEAF/STEM EXTRACT;BLEACHING
94590;DENDROBIUM LODDIGESII LEAF/STEM EXTRACT;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
89176;DENDROBIUM MONILIFORME CALLUS CULTURE EXTRACT;SKIN CONDITIONING
87299;DENDROBIUM MONILIFORME LEAF/STEM EXTRACT;BLEACHING
93615;DENDROBIUM MOSCHATUM FLOWER EXTRACT;SKIN CONDITIONING
55726;DENDROBIUM NOBILE EXTRACT;SKIN CONDITIONING
97323;DENDROBIUM NOBILE FLOWER EXTRACT;SKIN CONDITIONING
92177;DENDROBIUM NOBILE PROTOCORM EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
94592;DENDROBIUM NOBILE STEM EXTRACT;SKIN CONDITIONING
93021;DENDROBIUM NOBILE/PHALAENOPSIS AMABILIS EXTRACT;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
55727;DENDROBIUM PHALAENOPSIS FLOWER EXTRACT;SKIN CONDITIONING
94315;DENDROPANAX MORBIFERUS ADVENTITIOUS ROOT EXTRACT;ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING
94439;DENDROPANAX MORBIFERUS CALLUS CULTURE EXTRACT;ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING
84041;DENDROPANAX MORBIFERUS EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
84042;DENDROPANAX MORBIFERUS LEAF EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING
95543;DENDROPANAX MORBIFERUS LEAF OIL;ANTI-SEBUM, ANTIOXIDANT
98623;DENDROPANAX MORBIFERUS LEAF VESICLES;SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING
97014;DENDROPANAX MORBIFERUS LEAF/STEM EXTRACT;SKIN CONDITIONING
94312;DENDROPANAX MORBIFERUS PHYTOPLACENTA EXTRACT;ANTIMICROBIAL, ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING
94282;DENDROPANAX MORBIFERUS STEM SAP;ANTI-SEBUM, ANTIMICROBIAL, HAIR CONDITIONING, SKIN CONDITIONING
75520;DEODORIZED KEROSENE;SOLVENT, VISCOSITY CONTROLLING
96868;DEOXYCHOLIC ACID;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
98204;DEOXYCHOLOYL SH-PENTAPEPTIDE-12 SP;SKIN CONDITIONING
96738;DEOXYCYTIDINE;HAIR CONDITIONING
55728;DEOXYGLUTAMYL FRUCTOSE;HUMECTANT, NAIL CONDITIONING, SKIN CONDITIONING
96739;DEOXYGUANOSINE;HAIR CONDITIONING
84178;DEOXYPHYTANTRIYL PALMITAMIDE MEA;HAIR CONDITIONING, SKIN CONDITIONING
33191;DEOXYRIBONUCLEASE;SKIN CONDITIONING
93231;DEPOLYMERIZED PRASINOCOCCUS CAPSULATUS EXOPOLYSACCHARIDES;SKIN CONDITIONING
33192;DEPROTEINIZED SERUM;SKIN CONDITIONING
33193;DEQUALINIUM ACETATE;ANTIMICROBIAL, DEODORANT
33194;DEQUALINIUM CHLORIDE;ANTIMICROBIAL, ANTIPLAQUE, DEODORANT, ORAL CARE
96453;DERBESIA MARINA EXTRACT;HUMECTANT, SKIN CONDITIONING
75525;DESAMIDO COLLAGEN;FILM FORMING, HAIR CONDITIONING, SKIN CONDITIONING
87127;DESCHAMPSIA ANTARCTICA LEAF EXTRACT;ANTIOXIDANT, UV ABSORBER
96989;DESMARESTIA TABACOIDES EXTRACT;HUMECTANT, SKIN CONDITIONING
84199;DESMODIUM ADSCENDENS EXTRACT;SKIN CONDITIONING
84198;DESMODIUM ADSCENDENS FLOWER/LEAF/STEM EXTRACT;SKIN CONDITIONING
82707;DESMODIUM GANGETICUM ROOT EXTRACT;SKIN CONDITIONING
82706;DESMODIUM GANGETICUM ROOT POWDER;SKIN CONDITIONING
84030;DESMODIUM OLDHAMII EXTRACT;SKIN CONDITIONING
93550;DETONULA PUMILA EXTRACT;ANTIOXIDANT, SKIN CONDITIONING
92065;DEUTZIA GRACILIS LEAF/STEM EXTRACT;HUMECTANT, SKIN CONDITIONING
33196;DEXTRAN;BINDING, VISCOSITY CONTROLLING
33197;DEXTRAN HYDROXYPROPYLTRIMONIUM CHLORIDE;HAIR CONDITIONING
33198;DEXTRAN SULFATE;BINDING, SKIN CONDITIONING
75529;DEXTRIN;ABSORBENT, BINDING, BULKING, VISCOSITY CONTROLLING
75530;DEXTRIN BEHENATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
88282;DEXTRIN ISOSTEARATE;SKIN CONDITIONING
75531;DEXTRIN LAURATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75624;DEXTRIN MYRISTATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75625;DEXTRIN PALMITATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55811;DEXTRIN PALMITATE/ETHYLHEXANOATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
92294;DEXTRIN PALMITATE/HEXYLDECANOATE;EMULSION STABILISING, VISCOSITY CONTROLLING
91780;DEXTRIN PALMITATE/STEARATE;EMULSION STABILISING, VISCOSITY CONTROLLING
75626;DEXTRIN STEARATE;ANTICAKING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
97305;DI(T-BUTYLCYCLOHEXYL) PEROXYDICARBONATE ;FILM FORMING
33234;DI-C12-13 ALKYL MALATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
33235;DI-C12-13 ALKYL TARTRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
75657;DI-C12-15 ALKYL ADIPATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55826;DI-C12-15 ALKYL DIMONIUM CHLORIDE;HAIR CONDITIONING
33237;DI-C12-15 ALKYL FUMARATE;SKIN CONDITIONING - EMOLLIENT, SOLVENT
55827;DI-C12-15 ALKYL MALEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
75659;DI-C12-15 PARETH-10 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75660;DI-C12-15 PARETH-2 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75661;DI-C12-15 PARETH-4 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75662;DI-C12-15 PARETH-6 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
75663;DI-C12-15 PARETH-8 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
33243;DI-C12-18 ALKYL DIMONIUM CHLORIDE;HAIR CONDITIONING, SKIN CONDITIONING
55828;DI-C12-20 ALKYL DIMONIUM CELLULOSE SULFATE;ANTISTATIC
33244;DI-C14-15 ALKYL TARTRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55829;DI-C14-18 ALKYL DIMONIUM CHLORIDE;HAIR CONDITIONING
55830;DI-C16-18 ALKYL DIMER DILINOLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55831;DI-C20-40 ALKYL DIMER DILINOLEATE;SKIN CONDITIONING, VISCOSITY CONTROLLING
55857;DI-GLYCERYL STEARATE DIMER DILINOLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
94242;DI-HEA TRIMETHYLHEXYL DICARBAMATE;NAIL CONDITIONING
55729;DI-HEMA TRIMETHYLHEXYL DICARBAMATE;NAIL SCULPTING
55916;DI-METHOXYCINNAMIDOPROPYL ETHYLDIMONIUM CHLORIDE ETHER;HAIR CONDITIONING, UV ABSORBER
55952;DI-PEG-2 SOYAMINE IPDI;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90252;DI-PEG-2 SOYAMINE/POLYDIETHYLENEGLYCOL ADIPATE/IPDI COPOLYMER;FILM FORMING, HAIR CONDITIONING, SKIN CONDITIONING
98724;DI-PENTYL/ISOPENTYL TEREPHTHALATE;SKIN CONDITIONING - EMOLLIENT
55866;DI-PPG-2 MYRETH-10 ADIPATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING
55867;DI-PPG-3 CETETH-4 ADIPATE;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING
55868;DI-PPG-3 MYRISTYL ETHER ADIPATE;FILM FORMING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
75969;DI-T-BUTYL HYDROXYBENZYLIDENE CAMPHOR;UV ABSORBER
86411;DI-T-BUTYL HYDROXYPHENYLAMINO BISOCTYLTHIOTRIAZINE;ANTIOXIDANT
33710;DI-T-BUTYLHYDROQUINONE;ANTIOXIDANT
55977;DI-TEA-COCAMIDE DIACETATE;CHELATING, CLEANSING, SURFACTANT - CLEANSING
33711;DI-TEA-OLEAMIDO PEG-2 SULFOSUCCINATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE
33712;DI-TEA-PALMITOYL ASPARTATE;CLEANSING, SURFACTANT - CLEANSING
33205;DIACETIN;SOLVENT
75628;DIACETONE ALCOHOL;FRAGRANCE, SOLVENT
39517;DIACETYL;PERFUMING
55812;DIACETYL BENZOYL LATHYROL;BLEACHING, SKIN CONDITIONING
55813;DIACETYL BOLDINE;SKIN CONDITIONING
55814;DIACETYLCURCUMIN;ANTIOXIDANT, BLEACHING, SKIN CONDITIONING, SKIN PROTECTING, UV ABSORBER
88141;DIACETYLRESVERATRYL THIOCTATE;SKIN CONDITIONING
39519;DIALLYL SULPHIDE;PERFUMING
95273;DIALLYLDIMETHYL AMMONIUM CHLORIDE;NOT REPORTED
39518;DIALLYLDISULPHIDE;PERFUMING
55815;DIALLYLOXYNEOHEXYL ZIRCONIUM TRIDECANOATE;VISCOSITY CONTROLLING
97480;DIAMINOHEXYL TRIHYDROXYBENZAMIDE HCL;ANTIOXIDANT
85958;DIAMINOPROPIONOYL TRIPEPTIDE-33;SKIN CONDITIONING
33207;DIAMINOPYRIMIDINE OXIDE;HAIR CONDITIONING, SKIN CONDITIONING
93642;DIAMINOPYRIMIDINE OXIDE OXOTHIAZOLIDINECARBOXYLATE;HAIR CONDITIONING, HAIR FIXING
33208;DIAMMONIUM CITRATE;BUFFERING, CHELATING
75631;DIAMMONIUM DITHIODIGLYCOLATE;HAIR WAVING OR STRAIGHTENING
33211;DIAMMONIUM EDTA;ANTIOXIDANT, CHELATING
86307;DIAMMONIUM FERRIC PENTETATE;HUMECTANT
75633;DIAMMONIUM LAURAMIDO-MEA SULFOSUCCINATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - HYDROTROPE
75634;DIAMMONIUM LAURYL SULFOSUCCINATE;CLEANSING, FOAMING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - HYDROTROPE
75635;DIAMMONIUM OLEAMIDO PEG-2 SULFOSUCCINATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE
75636;DIAMMONIUM PHOSPHATE;ANTICORROSIVE, BUFFERING, ORAL CARE
55816;DIAMOND POWDER;ABRASIVE
33216;DIAMYL SODIUM SULFOSUCCINATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE
33217;DIAMYLHYDROQUINONE;ANTIOXIDANT
88834;DIANTHUS CARTHUSIANORUM FLOWER/LEAF/STEM EXTRACT;SKIN CONDITIONING
75639;DIANTHUS CARYOPHYLLUS FLOWER EXTRACT;FRAGRANCE, PERFUMING, SKIN CONDITIONING
55817;DIANTHUS CARYOPHYLLUS FLOWER OIL;FRAGRANCE
85906;DIANTHUS CARYOPHYLLUS FLOWER WATER;FRAGRANCE, PERFUMING
83191;DIANTHUS CHINENSIS EXTRACT;HUMECTANT
93221;DIANTHUS LONGICALYX SEED EXTRACT;EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
84553;DIATOMACEOUS EARTH;ABRASIVE, ANTICAKING, BULKING, OPACIFYING
33218;DIAZOLIDINYL UREA;PRESERVATIVE
33219;DIBEHENAMIDOPROPYLDIMETHYLAMINE DILINOLEATE;HAIR CONDITIONING, SKIN CONDITIONING
86908;DIBEHENOYLETHYL DIMONIUM CHLORIDE;HAIR CONDITIONING
55818;DIBEHENYL FUMARATE;VISCOSITY CONTROLLING
33220;DIBEHENYL METHYLAMINE;ANTISTATIC, HAIR CONDITIONING
33221;DIBEHENYL/DIARACHIDYL DIMONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, SURFACTANT - EMULSIFYING
33222;DIBEHENYLDIMONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, SURFACTANT - EMULSIFYING
33223;DIBEHENYLDIMONIUM METHOSULFATE;ANTISTATIC, HAIR CONDITIONING, SURFACTANT - EMULSIFYING
33224;DIBENZOTHIOPHENE;ANTIOXIDANT
39521;DIBENZYL;PERFUMING
39522;DIBENZYL ETHER;PERFUMING
98601;DIBENZYLAMINOPHENYLPROPYL METHOXYCARBONYL BENZYLMETHYLOXOAZETIDINE;SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
33226;DIBENZYLIDENE SORBITOL;VISCOSITY CONTROLLING
55819;DIBROMOCYANOACETAMIDE;ANTIMICROBIAL
33227;DIBROMOHEXAMIDINE ISETHIONATE;PRESERVATIVE
33228;DIBROMOPROPAMIDINE DIISETHIONATE;ANTIMICROBIAL
83923;DIBUTOXYMETHANE;CLEANSING, SOLVENT, SURFACTANT - EMULSIFYING
75650;DIBUTYL ADIPATE;FILM FORMING, PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
55820;DIBUTYL ETHANOLAMINE;BUFFERING
83651;DIBUTYL ETHYLHEXANOYL GLUTAMIDE;HAIR CONDITIONING, SKIN CONDITIONING
85398;DIBUTYL FUMARATE/HEXADECENE/TETRADECENE COPOLYMER;ANTIFOAMING
33230;DIBUTYL LAUROYL GLUTAMIDE;FILM FORMING, HAIR CONDITIONING, SKIN CONDITIONING
39524;DIBUTYL MALEATE;PERFUMING
85399;DIBUTYL MALEATE/HEXADECENE/TETRADECENE COPOLYMER;ANTICAKING
33231;DIBUTYL OXALATE;CHELATING, HAIR CONDITIONING, PLASTICISER, SOLVENT
84488;DIBUTYL PHTHALATE;FRAGRANCE, PERFUMING, PLASTICISER, SOLVENT
75653;DIBUTYL SEBACATE;FILM FORMING, FRAGRANCE, HAIR CONDITIONING, PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
39525;DIBUTYL SULPHIDE;PERFUMING
55821;DIBUTYLDECYL IPDI;FILM FORMING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
39523;DIBUTYLDIHYDROFURANONE;PERFUMING
33233;DIBUTYLENE TETRAFURFURAL;ANTIOXIDANT, VISCOSITY CONTROLLING
55822;DIBUTYLHEXYL IPDI;BINDING, FILM FORMING
55823;DIBUTYLOCTYL IPDI;FILM FORMING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55824;DIBUTYLOCTYL MALATE;PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
55825;DIBUTYLOCTYL SEBACATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
95420;DICAFFEOYL LYSYL HEXAPEPTIDE-65;ANTIMICROBIAL, ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
75666;DICALCIUM PHOSPHATE;ABRASIVE, BULKING, OPACIFYING, ORAL CARE
75667;DICALCIUM PHOSPHATE DIHYDRATE;ABRASIVE, OPACIFYING, ORAL CARE
86596;DICAPROLACTONE ETHOXYACRYLATE HEMA IPDI;BINDING, FILM FORMING, NAIL CONDITIONING
85727;DICAPROLACTONE ETHOXYACRYLATE/1,4-BUTANEDIOL/IPDI COPOLYMER;BINDING
33247;DICAPRYL ADIPATE;FILM FORMING, PLASTICISER, SKIN CONDITIONING - EMOLLIENT
33248;DICAPRYL SODIUM SULFOSUCCINATE;CLEANSING, EMULSION STABILISING, SURFACTANT - CLEANSING, SURFACTANT - HYDROTROPE
85888;DICAPRYL SUCCINATE;FILM FORMING, HAIR CONDITIONING, NAIL CONDITIONING, PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
33249;DICAPRYL/DICAPRYLYL DIMONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, SURFACTANT - EMULSIFYING
33250;DICAPRYLOYL CYSTINE;ANTISTATIC, HAIR CONDITIONING
55832;DICAPRYLYL CARBONATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
75672;DICAPRYLYL ETHER;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
75673;DICAPRYLYL MALEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
82624;DICAPRYLYL/CAPRYL SEBACATE;PLASTICISER, SKIN CONDITIONING - EMOLLIENT, SOLVENT
95855;DICENTRA FORMOSA FLOWER EXTRACT;FRAGRANCE
88218;DICENTRA SPECTABILIS CALLUS CULTURE EXTRACT ;ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING
55833;DICENTRA SPECTABILIS FLOWER EXTRACT;SKIN CONDITIONING
