COSING Ref No;INCI name;Function
34404;ÓXIDO DE SEBOAMINA HIDROGENADO;ANTIESTÁTICO, LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - AUMENTO DE ESPUMA, SURFACTANTE - HIDROTRÓPICO, CONTROLE DE VISCOSIDADE
76668;SEBO HIDROGENADO-12;ESTABILIZADOR DE LUZ, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, CONTROLADOR DE VISCOSIDADE
76669;SEBO HIDROGENADO-25;LIMPEZA, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
76670;SEGO HIDROGENADO-60 MYRISTILGLICOL;ESTABILIZADOR DE LUZ, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
34408;ÁCIDO GLUTÂMICO DE SEBO HIDROGENADO;LIMPEZA, CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, SURFACTANTE - LIMPEZA
34409;CLORETO DE SEBOTRIMÔNIO HIDROGENADO;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONSERVANTE, SURFACTANTE - LIMPEZA
88813;TETRADECENIL/METILPENTADECENO HIDROGENADO;PLASTIFICANTE, SOLVENTE, CONTROLADOR DE VISCOSIDADE
96865;ÓLEO DE SEMENTE DE TORREYA NUCIFERA HIDROGENADO;ANTI-SEBO, CONDICIONADOR DA PELE
56679;TRIDODECENO HIDROGENADO;CONTROLE DE VISCOSIDADE
92793;MISTURA DE TRITERPÊNIO HIDROGENADO;NÃO RELATADO
34410;GLICERÍDEO VEGETAL HIDROGENADO;ESTABILIZADOR DE LUZ, CONDICIONADOR DE PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, CONTROLADOR DE VISCOSIDADE
34411;GLICERÍDEOS VEGETAIS HIDROGENADOS;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE, CONTROLE DE VISCOSIDADE
34412;CITRATO DE GLICERÍDEOS VEGETAIS HIDROGENADOS;ESTABILIZADOR DE LUZ, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE, SURFACTANTE - EMULSIONANTE
76676;GLICERÍDEOS VEGETAIS HIDROGENADOS FOSFATO;ESTABILIZADOR DE LUZ, CONDICIONADOR DE PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
34414;ÓLEO VEGETAL HIDROGENADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
90129;ÓLEO DE SEMENTE DE NOZ HIDROGENADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLE DE VISCOSIDADE
56680;ÓLEO DE GÉRMINO DE TRIGO HIDROGENADO;CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
56681;ÓLEO DE GÉRMEN DE TRIGO HIDROGENADO INSAPONIFICÁVEIS;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
97465;HIDROGENDIMETILSILOXISILICATO;FORMAÇÃO DE FILME
96249; HIDROLISADO (LARANJA AMARGA LIMÃO / FORSYTHIA VIRIDISSIMA / GARDENIA JASMINOIDES) FRUTA / FOLHA DE MENTHA ARVENSIS / (ANGELICA ACUTILOBA / COPTIS JAPONICA / GLYCYRRHIZA GLABRA / PAEONIA LACTIFLORA / PLATYCODON GRANDIFLORUS / REHMANNIA GLUTINOSA / SCUTELLARIA BAICALENSIS) EXTRAIR;CONDICIONAMENTO DA PELE
91511; EXTRATO DE SEMENTE DE ACÁCIA MACROSTACHYA HIDROLISADO;CONDICIONAMENTO DA PELE
56526;FRUTA DE ACEROLA HIDROLISADA;CONDICIONAMENTO DA PELE
76556;ACTINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
93947; EXTRATO DE FOLHA DE ACTINIDIA ARGUTA HIDROLISADO;CONDICIONAMENTO DA PELE
56527;EXTRATO HIDROLISADO DE ADANSONIA DIGITATA;CONDICIONAMENTO DA PELE - EMOLIENTE
92127; EXTRATO DE SEMENTE DE ADANSONIA DIGITATA HIDROLISADO;CONDICIONAMENTO CAPILAR
87180;ÁGAR HIDROLISADO;PROTEÇÃO DA PELE
90887; EXTRATO DE CAULE DE AGAVE TEQUILANA HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
93039; EXTRATO DE FOLHA DE AGRIMONIA PILOSA HIDROLISADO;CONDICIONAMENTO DA PELE
76557;ALBÚMEN HIDROLISADO;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR DA PELE, CONTROLADOR DE VISCOSIDADE
56528;EXTRATO DE ALGAS HIDROLISADAS;CONDICIONAMENTO DA PELE
56529;ALGINA HIDROLISADA;CONDICIONAMENTO CAPILAR
89682; EXTRATO DE CAULE DE ALNUS JAPONICA HIDROLISADO;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
89335;FOLHA DE ALOE BARBADENSIS HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
89164; EXTRATO DE FOLHA DE ALOE BARBADENSIS HIDROLISADO;CONDICIONAMENTO DA PELE
89092;SUCO DE FOLHA DE ALOE BARBADENSIS HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56530; ALPINIA ZERUMBET HIDROLISADA;CONDICIONAMENTO DA PELE
86365;PROTEÍNA DE AMARANTO HIDROLISADA;CONDICIONAMENTO DA PELE
83765;RAIZ DE AMORPHOPHALLUS KONJAC HIDROLISADA;HUMECTANTE
56531;FRUTA ANANAS SATIVUS HIDROLISADA;ADSTRINGENTE, HUMECTANTE, PROTETOR DA PELE
82281; EXTRATO DE FRUTA DE ANNONA CHERIMOLA HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE
84110;VELUDO DE CHIFRE HIDROLISADO;CONDICIONAMENTO DA PELE
89324; EXTRATO DE VELUDO DE CHIFRE HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
56532;FOLHA DE ARTEMISIA VULGARIS HIDROLISADA;UMECTANTE, CONDICIONADOR DA PELE
82285;EXTRATO DE ARTHROSPIRA HIDROLISADO;CONDICIONADOR DE CABELO, HUMECTANTE, CONDICIONADOR DE PELE, PROTETOR DE PELE
89909;EXTRATO HIDROLISADO DE ASPARAGOPSIS ARMATA;PROTEÇÃO DA PELE
87103; EXTRATO DE FILTRADO DE FERMENTO DE SEMENTES DE ASPERGILLUS/BRASSICA NAPUS HIDROLISADO;CONDICIONAMENTO DA PELE
56533;FERMENTO DE EXTRATO DE ASPERGILO/GINSENG HIDROLISADO;ANTIOXIDANTE, BRANQUEADOR
91762; FILTRADO DE FERMENTO DE ASPERGILO/ARROZ HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
87101; FILTRADO DE EXTRATO DE FERMENTO DE ASPERGILLUS/SACCHAROMYCES/HORDEUM VULGARE HIDROLISADO;CONDICIONAMENTO DA PELE - EMOLIENTE
94595; EXTRATO HIDROLISADO DE ASPERGILLUS/SACCHAROMYCES/BORRAS DE FERMENTO DE ARROZ;CONDICIONAMENTO DA PELE
86894;PROTEÍNA DE ABACATE HIDROLISADA;CONDICIONAMENTO DA PELE
56534; EXTRATO HIDROLISADO DE BAMBUSA ARUNDINACEA;CONDICIONAMENTO DA PELE
56535;FRUTA DE BANANA HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
56536;PROTEÍNA DE CEVADA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
87178; EXTRATO HIDROLISADO DE LARVA/PUPA DE ABELHA;CONDICIONAMENTO DA PELE - EMOLIENTE
76558;CERA DE ABELHA HIDROLISADA;ESTABILIZANTE DE EMULSÃO, ESTABILIZANTE DE LUZ, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
84691;EXTRATO DE BETA MARÍTIMA HIDROLISADO;BRANQUEAMENTO
56537;BETA-GLUCANO HIDROLISADO;CONDICIONAMENTO DA PELE
96086; BIFIDA HIDROLISADA/ENTEROCOCCUS FAECIUM/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/COALHADA DE FERMENTO DE LEITE DE SOJA;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
85735; FILTRADO DE FERMENTO DE BÍFIDA/LEITE DE SOJA HIDROLISADO;CONDICIONAMENTO DA PELE
97277;ÓLEO DE SEMENTE DE BORRAGEM HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
97232; EXTRATO DE ÓLEO DE SEMENTE DE BORRAGEM HIDROLISADO;ANTIOXIDANTE
56538; EXTRATO DE SEMENTE DE BRASSICA ALBA HIDROLISADO;CONDICIONAMENTO DA PELE
92964; EXTRATO DE SEMENTE DE BRASSICA NAPUS HIDROLISADO;CONDICIONAMENTO DA PELE
96828; EXTRATO HIDROLISADO DE BRASSICA OLERACEA ACEPHALA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56539;PROTEÍNA HIDROLISADA DE CASTANHA-DO-PARÁ;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
82487;GOMA DE CAESALPINIA SPINOSA HIDROLISADA;ABSORVENTE, CONDICIONADOR CAPILAR, CONDICIONADOR PELE, CONDICIONADOR PELE - EMOLIENTE
88840;HIALURONATO DE CÁLCIO HIDROLISADO;CONDICIONAMENTO DA PELE
92268; EXTRATO DE FLOR DE CALÊNDULA OFFICINALIS HIDROLISADO;PROTEÇÃO DA PELE
85006;LIGAMENTOS DE PELE HIDROLISADOS/FÍGADO/PELE;CONDICIONAMENTO DA PELE
84642;PELE DE BEZERRO HIDROLISADA;NÃO RELATADO
97233; EXTRATO DE ÓLEO DE SEMENTE DE CAMÉLIA JAPONICA HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
87022;FOLHA DE CAMELLIA SINENSIS HIDROLISADA;HUMECTANTE
95367; EXTRATO DE FOLHA DE CAMELLIA SINENSIS HIDROLISADO;ANTI-SEBO, ANTIOXIDANTE, BRANQUEADOR, CONDICIONADOR DA PELE
88240; FOLHA DE CAMELLIA SINENSIS HIDROLISADA/FOLHA DE PHYLLOSTACHYS BAMBUSOIDES/CAULE/RAIZ DE PANAX GINSENG;UMECTANTE, CONDICIONADOR DA PELE
86691; EXTRATO DE SEMENTE DE CAMELLIA SINENSIS HIDROLISADO;ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
56540;CERA DE CANDELILHA HIDROLISADA;EMULSÃO ESTABILIZANTE, CONDICIONADOR DA PELE
85756; EXTRATO HIDROLISADO DE CANDIDA BOMBICOLA;LIMPEZA, SURFACTANTE - LIMPEZA
95910; EXTRATO DE FERMENTO ÁCIDO DE CANDIDA BOMBICOLA HIDROLISADO/GLUCOSE/COLZA;LIMPEZA, SURFACTANTE - LIMPEZA
87053; EXTRATO HIDROLISADO DE CANDIDA SAITOANA;PROTEÇÃO DA PELE
95634; EXTRATO DE SEMENTE DE CANNABIS SATIVA HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56541;CERA DE CARNAÚBA HIDROLISADA;EMULSÃO ESTABILIZANTE, CONDICIONADOR DA PELE
85887;CARRAGENINA HIDROLISADA;CONDICIONAMENTO DA PELE
87316;EXTRATO DE CENOURA HIDROLISADO;CONDICIONAMENTO DA PELE
96723; EXTRATO DE RAIZ DE CENOURA HIDROLISADO;CONDICIONAMENTO DA PELE
34418;CASEÍNA HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
94785; EXTRATO DE FOLHA DE CASSIA ITALICA HIDROLISADO;CONDICIONAMENTO CAPILAR
86353;EXTRATO DE CAVIAR HIDROLISADO;CONDICIONAMENTO DA PELE
86729;CELULOSE HIDROLISADA;DESODORANTE, CONDICIONADOR CAPILAR, ONDA OU ALISAMENTO CAPILAR
85483;GOMA DE CELULOSE HIDROLISADA;ESTABILIZADOR DE EMULSÃO, FORMAÇÃO DE FILME, CONTROLE DE VISCOSIDADE
56542; EXTRATO DE FLOR/SEMENTE DE CELOSIA CRISTATA HIDROLISADO;PROTEÇÃO DA PELE
98843;EXTRATO HIDROLISADO DE CENTELLA ASIATICA;ANTIOXIDANTE, CONDICIONADOR DA PELE - HUMECTANTE
84795; EXTRATO DE GOMA DE CERATONIA SILIQUA HIDROLISADO;CONDICIONAMENTO CAPILAR
84796; EXTRATO DE SEMENTE DE CERATONIA SILIQUA HIDROLISADO;CONDICIONAMENTO DA PELE
56543; CASCA DE CERCIDIUM FLORIDUM HIDROLISADA;PROTEÇÃO DA PELE
98175;CHALAZA HIDROLISADA/GEMA DE OVO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
95713; EXTRATO DE FARELO DE QUINOA CHENOPODIUM HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
86093;SEMENTE DE QUINOA CHENOPODIUM HIDROLISADA;CONDICIONAMENTO DA PELE
56544;EXTRATO DE CASTANHA HIDROLISADO;PROTEÇÃO DA PELE
90776; EXTRATO DE CARTILAGEM DE FRANGO HIDROLISADO;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
56545;QUITINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56546;QUITOSANA HIDROLISADA;FORMADOR DE FILME, CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
93144;QUITOSANA FERULIL LINOLEATO HIDROLISADO;ANTI-SEBO, ANTIMICROBIANO, ANTIOXIDANTE, ESTABILIZANTE DE EMULSÃO, CONDICIONADOR DA PELE
85982;EXTRATO DE CHLORELLA VULGARIS HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
82358;PROTEÍNA HIDROLISADA DE CHLORELLA VULGARIS;PROTEÇÃO DA PELE
88315;EXTRATO HIDROLISADO DE CHONDRUS CRISPUS;CONDICIONAMENTO DA PELE
56547;EXTRATO DE SEMENTE DE CICER HIDROLISADO;PROTEÇÃO DA PELE
91541; EXTRATO HIDROLISADO DE CASCA DE CINNAMOMO DE CASSIA;ANTIMICROBIANO, ANTIOXIDANTE, BRANQUEADOR
56548; EXTRATO DE FRUTA DOCE DE LARANJA DE LIMÃO HIDROLISADO;PROTEÇÃO DA PELE
92101; EXTRATO DE CASCA DE SPHAEROCARPA CÍTRICA HIDROLISADA;HUMECTANTE
93982; EXTRATO HIDROLISADO DE CLADOSIPHON NOVA CALEDÔNIA;CONDICIONAMENTO DA PELE
97287; EXTRATO DE CORPO DE AMÊIJOA HIDROLISADO;ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE
88084;CRISTA DE GALO HIDROLISADA;CONDICIONAMENTO DA PELE
83062;EXTRATO DE CRUZ DE GALO HIDROLISADO;HUMECTANTE
56549;FRUTA DE CACAU HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
56550; EXTRATO DE RAIZ DE CODONOPSIS PILOSULA HIDROLISADO;BRANQUEADOR, HUMECTANTE
82244; SEMENTE DE COIX LACRYMA-JOBI MA-YUEN HIDROLISADA;HUMECTANTE
84837; EXTRATO DE SEMENTE HIDROLISADO DE COIX LACRYMA-JOBI MA-YUEN;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
76560;COLÁGENO HIDROLISADO;ANTIESTÁTICO, FORMADOR DE FILME, CONDICIONADOR DE CABELO, UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
90307;EXTRATO DE COLÁGENO HIDROLISADO;PROTEÇÃO DA PELE
56551;COLÁGENO HIDROLISADO PG-PROPIL DIMETICONOL;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, SURFACTANTE - LIMPEZA
56552;COLÁGENO HIDROLISADO PG-PROPILMETILSILANODIOL;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56553; PG-PROPIL SILANETRIOL DE COLÁGENO HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
87527; EXTRATO DE RAIZ/CAULE DE COMARUM PALUSTRE HIDROLISADO;CONDICIONAMENTO DA PELE
87099; EXTRATO HIDROLISADO DE FLOR/FOLHA/CAULE DE COMMELINA COMMUNIS;CONDICIONAMENTO DA PELE
86624;CONALBUMINA HIDROLISADA;CONDICIONAMENTO DA PELE
56554;PROTEÍNA DE CONCHIOLINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
56555;CORAL HIDROLISADO;CONDICIONAMENTO DA PELE
82208; EXTRATO HIDROLISADO DE CORALLINA OFFICINALIS;CONDICIONAMENTO DA PELE
85333; EXTRATO DE FRUTA HIDROLISADO DE CORIANDRUM SATIVUM;PROTEÇÃO DA PELE
76561;PROTEÍNA DE MILHO HIDROLISADA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
34422;AMIDO DE MILHO HIDROLISADO;LIGAÇÃO, UMECTANTE, CONDICIONADOR DA PELE, CONTROLE DE VISCOSIDADE
56604;ÉTER HIDROXIETIL DE AMIDO DE MILHO HIDROLISADO;ESTABILIZANTE DE EMULSÃO, UMECTANTE, CONTROLADOR DE VISCOSIDADE
56605;AMIDO DE MILHO HIDROLISADO OCTENILSUCCINATO;ABSORVENTE, LIGAÇÃO, FORMADOR DE FILME
90985;HIDROLISADO MILHO/SOJA/PROTEÍNA DE TRIGO TIOGLICOLAMIDA/TIOPROPIONAMIDA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
93948; EXTRATO DE FOLHA DE CORNU WALTER HIDROLISADO;CONDICIONAMENTO DA PELE
83987;EXTRATO DE ALGODÃO HIDROLISADO;CONDICIONAMENTO DA PELE
56606;PROTEÍNA DE ALGODÃO HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
98052;EXTRATO DE PLACENTA DE BOCA HIDROLISADO;CONDICIONAMENTO DA PELE
82310; EXTRATO DE FRUTA/FOLHA DE CRANBERRY HIDROLISADO;PROTEÇÃO DA PELE
85601;CRITHMUM MARITIMUM HIDROLISADO;CONDICIONAMENTO DA PELE
95363;EXTRATO HIDROLISADO DE CROSSOSTEPHIUM CHINENSE;ANTI-SEBO, ANTIOXIDANTE, BRANQUEADOR, CONDICIONADOR DA PELE
56607;FRUTA DE PEPINO HIDROLISADA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
56608;BOLO DE SEMENTES DE CUCURBITA PEPO HIDROLISADO;PROTEÇÃO DA PELE
96963;HIDROLISADO CICLIZADO (EXTRATO DE RAIZ/CAULE DE GASTRODIA ELATA/AMILODEXTRINA);CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
91293;EXTRATO DE RAIZ DE CYPERUS ROTUNDUS HIDROLISADO;PROTEÇÃO DA PELE
76587;DNA HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
93119;FOLHA DE DROSERA RAMENTACEA HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE
93010;FOLHA DE DROSERA ROTUNDIFOLIA HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE
88763;EXTRATO DE ECKLONIA CAVA HIDROLISADO;dentro
94541;EXTRATO DE CABEÇA DE ENGUIA HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
76588;PROTEÍNA DE OVO HIDROLISADA;CONDICIONAMENTO CAPILAR
85092;MEMBRANA DE CASCA DE OVO HIDROLISADA;UMECTANTE, CONDICIONADOR DA PELE
97490;GEMA DE OVO HIDROLISADA;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
97094;EXTRATO DE GEMA DE OVO HIDROLISADO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
93946; EXTRATO DE FOLHA DE ELAEOCARPUS SYLVESTRIS HIDROLISADO;CONDICIONAMENTO DA PELE
76590;ELASTINA HIDROLISADA;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
56609;ENTEROMORPHA COMPRESSA HIDROLISADA;CONDICIONAMENTO DA PELE
98668; EXTRATO DE SEMENTE DE ERAGROSTIS TEF HIDROLISADO;CONDICIONAMENTO DA PELE - DIVERSOS
90312; FOLHA DE ERUCA SATIVA HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
84591;SEMENTE DE ERYTHRINA EDULIS HIDROLISADA;FORMADOR DE FILME, CONDICIONAMENTO CAPILAR, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
89477; COPOLÍMERO DE ETILENO/MA HIDROLISADO;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
56610;FRUTA DE EUGENIA EDULIS HIDROLISADA;CONDICIONAMENTO DA PELE
86545;EXTRATO HIDROLISADO DE EUGLENA GRACILIS; ABSORVENTE UV
92857;FRUTA DE EUTERPE OLERACEA HIDROLISADA;CONDICIONAMENTO DA PELE
56611;FRUTO DE EUTERPE OLERACEAE HIDROLISADO;CONDICIONAMENTO DA PELE
34427;EXTENSINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
90801;F-FUCOIDAN HIDROLISADO;PROTEÇÃO DA PELE
56612;FIBROÍNA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
76592;FIBRONECTINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
96830; EXTRATO HIDROLISADO DE ARTÉRIA DE PEIXE;UMECTANTE, CONDICIONADOR DE PELE, SOLVENTE
90995;CARTILAGEM DE PEIXE HIDROLISADA;CONDICIONAMENTO DA PELE
86227; FILTRADO DE EXTRATO DE MEMBRANA DE OVOS DE PEIXE HIDROLISADO;CONDICIONAMENTO DA PELE
89887; EXTRATO DE CASCA DE OVO DE PEIXE HIDROLISADO;ANTI-SEBO, BRANQUEADOR, CONDICIONADOR DA PELE
98840;EXTRATO DE PEIXE HIDROLISADO;CONDICIONAMENTO DA PELE - EMOLIENTE
92152;EXTRATO DE ESCAMAS DE PEIXE HIDROLISADO;HUMECTANTE
97116;EXTRATO DE ESCAMA/PELE DE PEIXE HIDROLISADO;UMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
96250;FRUTA HIDROLISADA DE FORSYTHIA VIRIDISSIMA/(ACTAEA DAHURICA/GLYCYRRHIZA GLABRA/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA MONTANA) EXTRATO DE RAIZ;CONDICIONAMENTO DA PELE
96251;FRUTA HIDROLISADA DE FORSYTHIA VIRIDISSIMA/(ANGELICA ACUTILOBA/CIMICIFUGA DAHURICA/GLYCYRRHIZA GLABRA (ALCAÇUZ)/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA LOBATA) EXTRATO DE RAIZ;CONDICIONAMENTO DA PELE - DIVERSOS
93124; EXTRATO DE FRUTA/RAIZ DE FORSYTHIA VIRIDISSIMA HIDROLISADO;CONDICIONAMENTO DA PELE
93590;FRUTA HIDROLISADA/FOLHA DE MENTHA ARVENSIS/EXTRATO DE RAIZ;CONDICIONAMENTO DA PELE
56613;EXTRATO DE FUCUS VESICULOSUS HIDROLISADO;CONDICIONAMENTO DA PELE, SUAVIZANTE, CALMANTE
56614;PROTEÍNA FUCUS VESICULOSUS HIDROLISADA;CONDICIONAMENTO DA PELE
87317;FURCELLARAN HIDROLISADO;PROTEÇÃO DA PELE
76593;PROTEÍNA GADIDAE HIDROLISADA;FORMADOR DE FILME, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
56615; EXTRATO DE FRUTA DE GARCINIA MANGOSTANA HIDROLISADO;CONDICIONAMENTO DA PELE
56616; EXTRATO HIDROLISADO DE GARDENIA FLORIDA;ANTIOXIDANTE
90459; FRAGRANTISMO DE GAULTHERIA HIDROLISADA/SLEEPING/EXTRATO PONTUADO;CONDICIONAMENTO DA PELE
34430;GELATINA HIDROLISADA;CONDICIONAMENTO DA PELE
91645;GELIDIUM ELEGANS HIDROLISADO/GRACILARIA VERMICULOPHYLLA/GRACILARIA GIGAS/PTEROCLADIELLA CAPILLACEA/EXTRATO DE AHNFELTIA PLICATA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
98494; EXTRATO DE GRÃO DE ARROZ GERMINADO HIDROLISADO;HUMECTANTE
94811;PROTEÍNA DE GINSENG HIDROLISADA;ANTIOXIDANTE
85310;RAIZ DE GINSENG HIDROLISADA;CONDICIONAMENTO DA PELE
85311;EXTRATO DE RAIZ DE GINSENG HIDROLISADO;CONDICIONAMENTO DA PELE
56617;SAPONINAS DE GINSENG HIDROLISADAS;CONDICIONAMENTO DA PELE
95368;EXTRATO HIDROLISADO DE GLOSSOCARDIA BIDENS;ANTI-SEBO, ANTIOXIDANTE, CONDICIONADOR DA PELE
96120;GLUCOSIL ESTEVIOSÍDEO HIDROLISADO;ANTI-SEBORREICO, ANTI-SEBO, ANTIOXIDANTE, CONDICIONADOR DA PELE
76595;GLICOSAMINOGLICANAS HIDROLISADAS;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE
98841;EXTRATO DE GLICOSAMINOGLICANOS HIDROLISADOS;CONDICIONAMENTO DA PELE - EMOLIENTE
34432;GLICIRRIZINATO HIDROLISADO;CONDICIONAMENTO DA PELE
94623;EXTRATO DE LEITE DE CABRA HIDROLISADO;FORMADOR DE FILME, CONDICIONADOR DA PELE, PROTETOR DA PELE
34433;OURO HIDROLISADO DO PRAZER;CONDICIONAMENTO DA PELE
95193;EXTRATO HIDROLISADO DE GRACILARIOPSIS CHIANGII;CONDICIONAMENTO DA PELE
91876;EXTRATO DE CALO DE UVA HIDROLISADO;ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR CAPILAR, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
56618;TOURA HIDROLISADA;ADSTRINGENTE, PROTETOR DA PELE
96721;EXTRATO DE TORANJA HIDROLISADO;UMECTANTE, CONDICIONADOR DA PELE
88089;CASCA DE UVA HIDROLISADA;ANTIOXIDANTE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE, ABSORVENTE DE UV
98799;EXTRATO HIDROLISADO DE GAROUPA/CICLEIDO JAGUAR;HUMECTANTE
56619;GUAR HIDROLISADO;CONTROLE DE VISCOSIDADE
76598;QUERATINA CAPILAR HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
88269;POLISSACARÍDEO HIDROLISADO DE HALYMENIA DURVILLEI;PROTEÇÃO DA PELE
56620;PROTEÍNA DE AVELÃ HIDROLISADA;CONDICIONAMENTO DA PELE
34435;HEMOGLOBINA HIDROLISADA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
86166; EXTRATO DE SEMENTE DE CÂNHAMO HIDROLISADO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
