COSING Ref No;INCI name;Function
98451;HYDROGENATED CASTOR OIL/ADIPIC ACID COPOLYMER;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
96388;HYDROGENATED CASTOR OIL/DIMER DILINOLEIC ACID COPOLYMER;ANTICAKING
56628;HYDROGENATED CASTOR OIL/SEBACIC ACID COPOLYMER;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
86955;HYDROGENATED CASTOR OIL/SEBACIC ACID COPOLYMER CAPRATE/CAPRYLATE;EMULSION STABILISING, HUMECTANT
34338;HYDROGENATED COCO-GLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34339;HYDROGENATED COCONUT ACID;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34340;HYDROGENATED COCONUT OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
89685;HYDROGENATED CORN OIL;FILM FORMING, SKIN CONDITIONING
34341;HYDROGENATED COTTONSEED GLYCERIDE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34342;HYDROGENATED COTTONSEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
89627;HYDROGENATED CRAMBE ABYSSINICA SEED OIL;SKIN CONDITIONING
82595;HYDROGENATED CRANBERRY SEED OIL;SKIN CONDITIONING - EMOLLIENT
82858;HYDROGENATED DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE COPOLYMER;BINDING, DEPILATORY, PLASTICISER
82856;HYDROGENATED DICYCLOPENTADIENE/ISOPENTENE/ISOPRENE/STYRENE COPOLYMER;BINDING, DEPILATORY, PLASTICISER
56631;HYDROGENATED DIDECENE;SKIN CONDITIONING
56632;HYDROGENATED DIDODECENE;VISCOSITY CONTROLLING
90239;HYDROGENATED DIFARNESENE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56633;HYDROGENATED DILINOLEYL ALCOHOL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90367;HYDROGENATED DIMER DILINOLEIC ACID;ABSORBENT, BINDING, FILM FORMING, SKIN CONDITIONING, VISCOSITY CONTROLLING
56634;HYDROGENATED DIMER DILINOLEIC ACID/HEXANEDIOL COPOLYMER;FILM FORMING, HAIR CONDITIONING
83906;HYDROGENATED DIMER DILINOLETH-20;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
84171;HYDROGENATED DIMER DILINOLETH-30;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
84172;HYDROGENATED DIMER DILINOLETH-40;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
84173;HYDROGENATED DIMER DILINOLETH-60;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
84174;HYDROGENATED DIMER DILINOLETH-80;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
85705;HYDROGENATED DIMER DILINOLEYL PEG-41/POLY(1,2-BUTANEDIOL)-18 DIMETHYL ETHER;SURFACTANT - CLEANSING
85936;HYDROGENATED DIMER DILINOLEYL PEG-44/POLY(1,2-BUTANEDIOL)-15 DIMETHYL ETHER;SURFACTANT - CLEANSING
56635;HYDROGENATED DIMER DILINOLEYL/DIMETHYLCARBONATE COPOLYMER;EMULSION STABILISING, SKIN PROTECTING
84964;HYDROGENATED DITALLOWAMINE;ANTISTATIC
56637;HYDROGENATED EGG OIL;SKIN CONDITIONING
56638;HYDROGENATED ETHYLBICYCLOHEPTANE GUAIACOL;FRAGRANCE
76607;HYDROGENATED ETHYLENE/PROPYLENE/STYRENE COPOLYMER;LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
91312;HYDROGENATED ETHYLHEXYL COCO-OLEATE ESTOLIDES;SKIN CONDITIONING
56639;HYDROGENATED ETHYLHEXYL OLIVATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56640;HYDROGENATED ETHYLHEXYL SESAMATE;BINDING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56641;HYDROGENATED EVENING PRIMROSE OIL;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90209;HYDROGENATED FARNESENE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
94311;HYDROGENATED FARNESENE/C10-16 OLEFIN COPOLYMER;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34345;HYDROGENATED FISH OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90186;HYDROGENATED GLYCERYL ABIETATE;EMULSION STABILISING, FILM FORMING
56642;HYDROGENATED GLYCERYL DEHYDROABIETATE/TETRAHYDROABIETATE;SKIN PROTECTING
83144;HYDROGENATED GRAPEFRUIT SEED OIL;LIGHT STABILIZER, VISCOSITY CONTROLLING
83177;HYDROGENATED GRAPEFRUIT SEED OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
56643;HYDROGENATED GRAPESEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
56644;HYDROGENATED HAZELNUT OIL;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56645;HYDROGENATED HEMP SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34346;HYDROGENATED HONEY;HUMECTANT, SKIN CONDITIONING
94176;HYDROGENATED HORSE FAT;ANTI-SEBUM, HAIR CONDITIONING, SKIN PROTECTING, VISCOSITY CONTROLLING
56647;HYDROGENATED ISOCETYL OLIVATE;SKIN CONDITIONING
56648;HYDROGENATED ISOPROPYL JOJOBATE;SKIN CONDITIONING
56649;HYDROGENATED JAPAN WAX;BINDING, SKIN CONDITIONING, VISCOSITY CONTROLLING
56650;HYDROGENATED JOJOBA ALCOHOL;SKIN CONDITIONING - EMOLLIENT
76610;HYDROGENATED JOJOBA OIL;ABRASIVE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
82593;HYDROGENATED KUKUI NUT OIL;SKIN CONDITIONING
76612;HYDROGENATED LANETH-20;LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
76613;HYDROGENATED LANETH-25;LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
76614;HYDROGENATED LANETH-5;BULKING, SKIN CONDITIONING, SURFACTANT - EMULSIFYING
76615;HYDROGENATED LANOLIN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34353;HYDROGENATED LANOLIN ALCOHOL;EMULSION STABILISING, SKIN CONDITIONING
34354;HYDROGENATED LARD;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
76618;HYDROGENATED LARD GLYCERIDE;SKIN CONDITIONING, SURFACTANT - EMULSIFYING
34356;HYDROGENATED LARD GLYCERIDES;SKIN CONDITIONING, SURFACTANT - EMULSIFYING
34357;HYDROGENATED LECITHIN;SKIN CONDITIONING, SURFACTANT - EMULSIFYING
83145;HYDROGENATED LIME SEED OIL;EMULSION STABILISING, VISCOSITY CONTROLLING
83178;HYDROGENATED LIME SEED OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
56652;HYDROGENATED LYSOLECITHIN;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
56653;HYDROGENATED LYSOPHOSPHATIDYLCHOLINE;CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
56654;HYDROGENATED MACADAMIA SEED OIL;HAIR CONDITIONING, SKIN CONDITIONING
56655;HYDROGENATED MEADOWFOAM SEED OIL;SKIN CONDITIONING
34358;HYDROGENATED MENHADEN ACID;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34359;HYDROGENATED MENHADEN OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
34360;HYDROGENATED METHYL ABIETATE;VISCOSITY CONTROLLING
76625;HYDROGENATED MICROCRYSTALLINE CERA;VISCOSITY CONTROLLING
89855;HYDROGENATED MICROCRYSTALLINE WAX;BINDING, EMULSION STABILISING, VISCOSITY CONTROLLING
34363;HYDROGENATED MILK LIPIDS;SKIN CONDITIONING
95058;HYDROGENATED MINERAL OIL;SKIN PROTECTING
34364;HYDROGENATED MINK OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
95095;HYDROGENATED MORINGA GLUCOSIDE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
93422;HYDROGENATED MORINGA OLEIFERA SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
83869;HYDROGENATED NEPETA CATARIA OIL;ANTIMICROBIAL
97586;HYDROGENATED OAT KERNEL OIL;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34365;HYDROGENATED OLIVE OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
56657;HYDROGENATED OLIVE OIL CAPRYLYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84666;HYDROGENATED OLIVE OIL CETYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84670;HYDROGENATED OLIVE OIL DECYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84671;HYDROGENATED OLIVE OIL HEXYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84669;HYDROGENATED OLIVE OIL LAURYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84668;HYDROGENATED OLIVE OIL MYRISTYL ESTERS;EMULSION STABILISING, FILM FORMING, HAIR CONDITIONING
84667;HYDROGENATED OLIVE OIL STEARYL ESTERS;EMULSION STABILISING, HAIR CONDITIONING
34366;HYDROGENATED OLIVE OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34367;HYDROGENATED ORANGE ROUGHY OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
83146;HYDROGENATED ORANGE SEED OIL;EMULSION STABILISING, VISCOSITY CONTROLLING
83184;HYDROGENATED ORANGE SEED OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
56658;HYDROGENATED OSTRICH OIL;SKIN CONDITIONING, SKIN PROTECTING
34368;HYDROGENATED PALM ACID;OPACIFYING
34369;HYDROGENATED PALM GLYCERIDE;LIGHT STABILIZER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34370;HYDROGENATED PALM GLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34371;HYDROGENATED PALM GLYCERIDES CITRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
34372;HYDROGENATED PALM KERNEL AMINE OXIDE;SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING
34373;HYDROGENATED PALM KERNEL GLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
76637;HYDROGENATED PALM KERNEL OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
98336;HYDROGENATED PALM KERNEL OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
76638;HYDROGENATED PALM OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
88993;HYDROGENATED PALM/PALM KERNEL GLYCERIDES;SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
76639;HYDROGENATED PALM/PALM KERNEL OIL PEG-6 ESTERS;LIGHT STABILIZER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
95086;HYDROGENATED PALMITIC/STEARIC/OLEIC/LINOLEIC GLYCERIDES;VISCOSITY CONTROLLING
34377;HYDROGENATED PALMTRIMONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, PRESERVATIVE
93407;HYDROGENATED PANAX GINSENG ROOT OIL;ANTIOXIDANT, EMULSION STABILISING, HUMECTANT, SKIN CONDITIONING
88235;HYDROGENATED PASSIFLORA EDULIS SEED OIL ;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
82597;HYDROGENATED PEACH KERNEL OIL;SKIN CONDITIONING - EMOLLIENT
34378;HYDROGENATED PEANUT OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
56659;HYDROGENATED PHOSPHATIDYLCHOLINE;SKIN CONDITIONING, SURFACTANT - EMULSIFYING
92043;HYDROGENATED PINUS PINASTER SEED OIL;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING
56660;HYDROGENATED PISTACHIO SEED OIL;SKIN CONDITIONING
91015;HYDROGENATED PISTACIA VERA SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
91809;HYDROGENATED PLUKENETIA VOLUBILIS SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
85991;HYDROGENATED POLY(C6-12 OLEFIN);SKIN CONDITIONING, VISCOSITY CONTROLLING
84382;HYDROGENATED POLY(C6-14 OLEFIN) ;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
84383;HYDROGENATED POLY(C6-20 OLEFIN);ABRASIVE, VISCOSITY CONTROLLING
95256;HYDROGENATED POLYBUTADIENE/GLYCOL/HDI COPOLYMER;FILM FORMING
86354;HYDROGENATED POLYBUTENE;VISCOSITY CONTROLLING
56661;HYDROGENATED POLYCYCLOPENTADIENE;DEPILATORY
76642;HYDROGENATED POLYDECENE;FRAGRANCE, HAIR CONDITIONING, PERFUMING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
56662;HYDROGENATED POLYDICYCLOPENTADIENE;BINDING, DEPILATORY
56663;HYDROGENATED POLYDODECENE;BINDING, HAIR CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT, VISCOSITY CONTROLLING
76643;HYDROGENATED POLYISOBUTENE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
93515;HYDROGENATED POLYISOPRENE CROSSPOLYMER;VISCOSITY CONTROLLING
56664;HYDROGENATED POTATO STARCH;VISCOSITY CONTROLLING
88892;HYDROGENATED PRUNUS DOMESTICA SEED OIL ;
82600;HYDROGENATED PUMPKIN SEED OIL ;SKIN CONDITIONING - EMOLLIENT
83623;HYDROGENATED PUNICA GRANATUM SEED OIL;SKIN PROTECTING, VISCOSITY CONTROLLING
56665;HYDROGENATED RAPESEED ALCOHOL;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
56666;HYDROGENATED RAPESEED GLYCERIDES;SURFACTANT - EMULSIFYING
34381;HYDROGENATED RAPESEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
82596;HYDROGENATED RASPBERRY SEED OIL;SKIN CONDITIONING - EMOLLIENT
83023;HYDROGENATED RETINOL;SKIN CONDITIONING
86383;HYDROGENATED RHUS VERNICIFLUA PEEL CERA;SKIN CONDITIONING
92904;HYDROGENATED RHUS VERNICIFLUA PEEL WAX;SKIN CONDITIONING
56667;HYDROGENATED RICE BRAN OIL;HAIR CONDITIONING, SKIN CONDITIONING
34382;HYDROGENATED RICE BRAN WAX;BINDING, SKIN CONDITIONING, VISCOSITY CONTROLLING
82599;HYDROGENATED ROSA CANINA FRUIT OIL;SKIN CONDITIONING - EMOLLIENT
34383;HYDROGENATED ROSIN;FILM FORMING, PERFUMING, VISCOSITY CONTROLLING
56668;HYDROGENATED SAFFLOWER SEED OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
56669;HYDROGENATED SESAME SEED OIL;BINDING, EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING
34384;HYDROGENATED SHARK LIVER OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56670;HYDROGENATED SHEA BUTTER;SKIN CONDITIONING, VISCOSITY CONTROLLING
91649;HYDROGENATED SHEA OIL;OPACIFYING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
83546;HYDROGENATED SODIUM CYCLIC LYSOPHOSPHATIDIC ACID;SKIN CONDITIONING
34385;HYDROGENATED SOY GLYCERIDE;LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT
56671;HYDROGENATED SOY GLYCERIDES;SKIN CONDITIONING, VISCOSITY CONTROLLING
84067;HYDROGENATED SOY POLYGLYCERIDES;SKIN CONDITIONING, VISCOSITY CONTROLLING
89427;HYDROGENATED SOY POLYGLYCERIDES/SOYAMIDE DEA;SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, VISCOSITY CONTROLLING
34387;HYDROGENATED SOYBEAN OIL;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
56672;HYDROGENATED SPHINGOLIPIDS;HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING
92143;HYDROGENATED STARCH EXTRACT;HUMECTANT, SKIN CONDITIONING
76651;HYDROGENATED STARCH HYDROLYSATE;HUMECTANT
56673;HYDROGENATED STARCH HYDROLYSATE HYDROXYPROPYLTRIMONIUM CHLORIDE;HAIR CONDITIONING
76652;HYDROGENATED STYRENE/BUTADIENE COPOLYMER;FILM FORMING, VISCOSITY CONTROLLING
56675;HYDROGENATED STYRENE/ISOPRENE COPOLYMER;VISCOSITY CONTROLLING
76653;HYDROGENATED STYRENE/METHYLSTYRENE/INDENE COPOLYMER;FILM FORMING, VISCOSITY CONTROLLING
89945;HYDROGENATED SUNFLOWER SEED EXTRACT;SKIN CONDITIONING
56676;HYDROGENATED SUNFLOWER SEED OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
95972;HYDROGENATED SUNFLOWER SEED OIL GLYCERYL ESTERS;EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
95973;HYDROGENATED SUNFLOWER SEED OIL POLYGLYCERYL-3 ESTERS;EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
56677;HYDROGENATED SWEET ALMOND OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
56678;HYDROGENATED SWEET ALMOND OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
34391;HYDROGENATED TALLOW;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34392;HYDROGENATED TALLOW ACID;CLEANSING, OPACIFYING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34393;HYDROGENATED TALLOW ALCOHOL;LIGHT STABILIZER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING
76657;HYDROGENATED TALLOW AMIDE;EMULSION STABILISING, HAIR CONDITIONING, OPACIFYING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34395;HYDROGENATED TALLOW BETAINE;ANTISTATIC, CLEANSING, HAIR CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING
34396;HYDROGENATED TALLOW GLYCERIDE;LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
76660;HYDROGENATED TALLOW GLYCERIDE CITRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
76661;HYDROGENATED TALLOW GLYCERIDE LACTATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
76662;HYDROGENATED TALLOW GLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
76663;HYDROGENATED TALLOW GLYCERIDES CITRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
83488;HYDROGENATED TALLOWALKONIUM BENTONITE;VISCOSITY CONTROLLING
34401;HYDROGENATED TALLOWALKONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, PRESERVATIVE
34402;HYDROGENATED TALLOWAMIDE DEA;LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, VISCOSITY CONTROLLING
34403;HYDROGENATED TALLOWAMINE;ANTISTATIC, LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34404;HYDROGENATED TALLOWAMINE OXIDE;ANTISTATIC, CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - FOAM BOOSTING, SURFACTANT - HYDROTROPE, VISCOSITY CONTROLLING
76668;HYDROGENATED TALLOWETH-12;LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
76669;HYDROGENATED TALLOWETH-25;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
76670;HYDROGENATED TALLOWETH-60 MYRISTYL GLYCOL;LIGHT STABILIZER, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34408;HYDROGENATED TALLOWOYL GLUTAMIC ACID;CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT - CLEANSING
34409;HYDROGENATED TALLOWTRIMONIUM CHLORIDE;ANTISTATIC, HAIR CONDITIONING, PRESERVATIVE, SURFACTANT - CLEANSING
88813;HYDROGENATED TETRADECENYL/METHYLPENTADECENE ;PLASTICISER, SOLVENT, VISCOSITY CONTROLLING
96865;HYDROGENATED TORREYA NUCIFERA SEED OIL;ANTI-SEBUM, SKIN CONDITIONING
56679;HYDROGENATED TRIDODECENE;VISCOSITY CONTROLLING
92793;HYDROGENATED TRITERPENE MIXTURE;NOT REPORTED
34410;HYDROGENATED VEGETABLE GLYCERIDE;LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34411;HYDROGENATED VEGETABLE GLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
34412;HYDROGENATED VEGETABLE GLYCERIDES CITRATE;LIGHT STABILIZER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
76676;HYDROGENATED VEGETABLE GLYCERIDES PHOSPHATE;LIGHT STABILIZER, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
34414;HYDROGENATED VEGETABLE OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
90129;HYDROGENATED WALNUT SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
56680;HYDROGENATED WHEAT GERM OIL;SKIN CONDITIONING, VISCOSITY CONTROLLING
56681;HYDROGENATED WHEAT GERM OIL UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
97465;HYDROGENDIMETHYLSILOXYSILICATE;FILM FORMING
96249;HYDROLYZED (CITRUS AURANTIUM AMARA /FORSYTHIA VIRIDISSIMA/GARDENIA JASMINOIDES) FRUIT/MENTHA ARVENSIS LEAF/(ANGELICA ACUTILOBA/COPTIS JAPONICA/ GLYCYRRHIZA GLABRA /PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS) ROOT EXTRACT ;SKIN CONDITIONING
91511;HYDROLYZED ACACIA MACROSTACHYA SEED EXTRACT;SKIN CONDITIONING
56526;HYDROLYZED ACEROLA FRUIT;SKIN CONDITIONING
76556;HYDROLYZED ACTIN;HAIR CONDITIONING, SKIN CONDITIONING
93947;HYDROLYZED ACTINIDIA ARGUTA LEAF EXTRACT;SKIN CONDITIONING
56527;HYDROLYZED ADANSONIA DIGITATA EXTRACT;SKIN CONDITIONING - EMOLLIENT
92127;HYDROLYZED ADANSONIA DIGITATA SEED EXTRACT;HAIR CONDITIONING
87180;HYDROLYZED AGAR;SKIN PROTECTING
90887;HYDROLYZED AGAVE TEQUILANA STEM EXTRACT;HUMECTANT, SKIN CONDITIONING
93039;HYDROLYZED AGRIMONIA PILOSA LEAF EXTRACT;SKIN CONDITIONING
76557;HYDROLYZED ALBUMEN;ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, VISCOSITY CONTROLLING
56528;HYDROLYZED ALGAE EXTRACT;SKIN CONDITIONING
56529;HYDROLYZED ALGIN;HAIR CONDITIONING
89682;HYDROLYZED ALNUS JAPONICA STEM EXTRACT;SKIN CONDITIONING, SKIN PROTECTING
89335;HYDROLYZED ALOE BARBADENSIS LEAF;HAIR CONDITIONING, SKIN CONDITIONING
89164;HYDROLYZED ALOE BARBADENSIS LEAF EXTRACT;SKIN CONDITIONING
89092;HYDROLYZED ALOE BARBADENSIS LEAF JUICE;HAIR CONDITIONING, SKIN CONDITIONING
56530;HYDROLYZED ALPINIA ZERUMBET;SKIN CONDITIONING
86365;HYDROLYZED AMARANTH PROTEIN;SKIN CONDITIONING
83765;HYDROLYZED AMORPHOPHALLUS KONJAC ROOT ;HUMECTANT
56531;HYDROLYZED ANANAS SATIVUS FRUIT;ASTRINGENT, HUMECTANT, SKIN PROTECTING
82281;HYDROLYZED ANNONA CHERIMOLA FRUIT EXTRACT;ANTIOXIDANT, SKIN CONDITIONING
84110;HYDROLYZED ANTLER VELVET;SKIN CONDITIONING
89324;HYDROLYZED ANTLER VELVET EXTRACT;HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
56532;HYDROLYZED ARTEMISIA VULGARIS LEAF;HUMECTANT, SKIN CONDITIONING
82285;HYDROLYZED ARTHROSPIRA EXTRACT;HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING
89909;HYDROLYZED ASPARAGOPSIS ARMATA EXTRACT;SKIN PROTECTING
87103;HYDROLYZED ASPERGILLUS/BRASSICA NAPUS SEED FERMENT FILTRATE EXTRACT;SKIN CONDITIONING
56533;HYDROLYZED ASPERGILLUS/GINSENG EXTRACT FERMENT;ANTIOXIDANT, BLEACHING
91762;HYDROLYZED ASPERGILLUS/RICE FERMENT FILTRATE;HUMECTANT, SKIN CONDITIONING
87101;HYDROLYZED ASPERGILLUS/SACCHAROMYCES/HORDEUM VULGARE FERMENT EXTRACT FILTRATE;SKIN CONDITIONING - EMOLLIENT
94595;HYDROLYZED ASPERGILLUS/SACCHAROMYCES/RICE FERMENT LEES EXTRACT;SKIN CONDITIONING
86894;HYDROLYZED AVOCADO PROTEIN;SKIN CONDITIONING
56534;HYDROLYZED BAMBUSA ARUNDINACEA EXTRACT;SKIN CONDITIONING
56535;HYDROLYZED BANANA FRUIT;ASTRINGENT, SKIN PROTECTING
